years_maddison,gdppc_maddison2016,years_broadberry,gdppc_broadberry,years_TED,gdppc_TED,years_q1,gdppc_q1,years_q2,gdppc_q2
,,,,,,471.00,1096.037449,1779,2302.539595
,,,,,,472.00,1096.667316,1780,2335.331205
,,,,,,473.00,1097.297183,1781,2315.111466
,,,,,,474.00,1097.927049,1782,2304.530154
,,,,,,475.00,1098.556916,1783,2296.358449
,,,,,,476.00,1099.186783,1784,2295.415565
,,,,,,477.00,1099.81665,1785,2306.520714
,,,,,,478.00,1100.446517,1786,2317.625863
,,,,,,479.00,1101.076384,1787,2297.406124
,,,,,,480.00,1101.706251,1788,2315.740094
,,,,,,481.00,1102.336118,1789,2314.797209
,,,,,,482.00,1102.965985,1790,2277.710222
,,,,,,483.00,1103.595852,1791,2293.634585
,,,,,,484.00,1104.225719,1792,2299.920521
,,,,,,485.00,1104.855585,1793,2277.291175
,,,,,,486.00,1105.485452,1794,2288.396324
,,,,,,487.00,1106.115319,1795,2311.549507
,,,,,,488.00,1106.745186,1796,2315.425836
,,,,,,489.00,1107.375053,1797,2326.530985
,,,,,,490.00,1108.00492,1798,2344.864955
,,,,,,491.00,1108.634787,1799,2322.235609
,,,,,,492.00,1109.264654,1800,2285.148622
,,,,,,493.00,1109.894521,1801,2276.976917
,,,,,,494.00,1110.524388,1802,2302.539707
,,,,,,495.00,1111.154255,1803,2325.69289
,,,,,,496.00,1111.784122,1804,2360.894107
,,,,,,497.00,1112.413988,1805,2335.855155
,,,,,,498.00,1113.043855,1806,2356.598731
,,,,,,499.00,1113.673722,1807,2360.47506
,,,,,,500.00,1114.303589,1808,2407.724311
,,,,,,501.00,1114.933456,1809,2414.010247
,,,,,,502.00,1115.563323,1810,2348.007979
,,,,,,503.00,1116.19319,1811,2322.969026
,,,,,,504.00,1116.823057,1812,2341.302996
,,,,,,505.00,1117.452924,1813,2364.456179
,,,,,,506.00,1118.082791,1814,2375.561328
,,,,,,507.00,1118.712658,1815,2340.883948
,,,,,,508.00,1119.342524,1816,2330.302636
,,,,,,509.00,1119.972391,1817,2338.998179
,,,,,,510.00,1120.602258,1818,2400.70507
,,,,,,511.00,1121.232125,1819,2394.942972
,,,,,,512.00,1121.861992,1820,2396.409694
,,,,,,513.00,1122.491859,1821,2383.418775
,,,,,,514.00,1123.121726,1822,2394.523925
,,,,,,515.00,1123.751593,1823,2403.219467
,,,,,,516.00,1124.38146,1824,2426.37265
,,,,,,517.00,1125.011327,1825,2415.791338
,,,,,,518.00,1125.641194,1826,2441.354128
,,,,,,519.00,1126.271061,1827,2428.36321
,,,,,,520.00,1126.900927,1828,2420.191504
,,,,,,521.00,1127.530794,1829,2419.24862
,,,,,,522.00,1128.160661,1830,2408.667308
,,,,,,523.00,1128.790528,1831,2439.049311
,,,,,,524.00,1129.420395,1832,2447.744854
,,,,,,525.00,1130.050262,1833,2454.030789
,,,,,,526.00,1130.680129,1834,2462.726332
,,,,,,527.00,1131.309996,1835,2488.289122
,,,,,,528.00,1131.939863,1836,2424.69646
,,,,,,529.00,1132.56973,1837,2404.476721
,,,,,,530.00,1133.199597,1838,2417.991477
,,,,,,531.00,1133.829463,1839,2412.229379
,,,,,,532.00,1134.45933,1840,2440.201776
,,,,,,533.00,1135.089197,1841,2458.535745
,,,,,,534.00,1135.719064,1842,2467.231288
,,,,,,535.00,1136.348931,1843,2425.325088
,,,,,,536.00,1136.978798,1844,2426.79181
,,,,,,537.00,1137.608665,1845,2435.487352
,,,,,,538.00,1138.238532,1846,2429.725254
,,,,,,539.00,1138.868399,1847,2411.915122
,,,,,,540.00,1139.498266,1848,2435.068305
,,,,,,541.00,1140.128133,1849,2431.715813
,,,,,,542.00,1140.757999,1850,2423.544108
,,,,,,543.00,1141.387866,1851,2425.01083
,,,,,,544.00,1142.017733,1852,2414.429518
,,,,,,545.00,1142.6476,1853,2399.028993
,,,,,,546.00,1143.277467,1854,2347.484366
,,,,,,547.00,1143.907334,1855,2356.179908
,,,,,,548.00,1144.537201,1856,2360.056237
,,,,,,549.00,1145.167068,1857,2421.763129
,,,,,,550.00,1145.796935,1858,2454.554739
,,,,,,551.00,1146.426802,1859,2429.515786
,,,,,,552.00,1147.056669,1860,2426.163295
,,,,,,553.00,1147.686536,1861,2422.810803
,,,,,,554.00,1148.316402,1862,2448.373593
,,,,,,555.00,1148.946269,1863,2466.707563
,,,,,,556.00,1149.576136,1864,2453.716644
,,,,,,557.00,1150.206003,1865,2498.556288
,,,,,,558.00,1150.83587,1866,2439.782841
,,,,,,559.00,1151.465737,1867,2448.478383
,,,,,,560.00,1152.095604,1868,2454.764319
,,,,,,561.00,1152.725471,1869,2477.917502
,,,,,,562.00,1153.355338,1870,2520.347539
,,,,,,563.00,1153.985205,1871,2517.032696
,,,,,,564.00,1154.615072,1872,2450.066997
,,,,,,565.00,1155.244938,1873,2447.768869
,,,,,,566.00,1155.874805,1874,2491.276415
,,,,,,567.00,1156.504672,1875,2496.507987
,,,,,,568.00,1157.134539,1876,2477.581772
,,,,,,569.00,1157.764406,1877,2484.068294
,,,,,,570.00,1158.394273,1878,2506.555428
,,,,,,571.00,1159.02414,1879,2510.53205
,,,,,,572.00,1159.654007,1880,2525.489484
,,,,,,573.00,1160.283874,1881,2553.310155
,,,,,,574.00,1160.913741,1882,2565.757689
,,,,,,575.00,1161.543608,1883,2575.695323
,,,,,,576.00,1162.173475,1884,2563.357596
,,,,,,577.00,1162.803341,1885,2578.31503
,,,,,,578.00,1163.433208,1886,2599.860951
,,,,,,579.00,1164.063075,1887,2625.171723
,,,,,,580.00,1164.692942,1888,2621.618645
,,,,,,581.00,1165.322809,1889,2593.594043
,,,,,,582.00,1165.952676,1890,2596.001977
,,,,,,583.00,1166.582543,1891,2610.018199
,,,,,,584.00,1167.21241,1892,2612.426134
,,,,,,585.00,1167.842277,1893,2628.638518
,,,,,,586.00,1168.472144,1894,2635.438777
,,,,,,587.00,1169.102011,1895,2645.062674
,,,,,,588.00,1169.731877,1896,2660.96132
,,,,,,589.00,1170.361744,1897,2663.99673
,,,,,,590.00,1170.991611,1898,2661.384865
,,,,,,591.00,1171.621478,1899,2673.832399
,,,,,,592.00,1172.251345,1900,2701.65307
,,,,,,593.00,1172.881212,1901,2719.747879
,,,,,,594.00,1173.511079,1902,2738.156425
,,,,,,595.00,1174.140946,1903,2749.34901
,,,,,,596.00,1174.770813,1904,2769.326244
,,,,,,597.00,1175.40068,1905,2793.068327
,,,,,,598.00,1176.030547,1906,2832.183548
,,,,,,599.00,1176.660413,1907,2853.72947
,,,,,,600.00,1177.29028,1908,2879.981453
,,,,,,601.00,1177.920147,1909,2891.174038
,,,,,,602.00,1178.550014,1910,2893.581972
,,,,,,603.00,1179.179881,1911,2907.911931
,,,,,,604.00,1179.809748,1912,2910.947341
,,,,,,605.00,1180.439615,1913,2969.514286
,,,,,,606.00,1181.069482,1914,2901.331285
,,,,,,607.00,1181.699349,1915,2842.246672
,,,,,,608.00,1182.329216,1916,2937.834641
,,,,,,609.00,1182.959083,1917,2943.37995
,,,,,,610.00,1183.58895,1918,2913.786661
,,,,,,611.00,1184.218816,1919,2866.624072
,,,,,,612.00,1184.848683,1920,2895.699693
,,,,,,613.00,1185.47855,1921,2856.694279
,,,,,,614.00,1186.108417,1922,2942.242648
,,,,,,615.00,1186.738284,1923,3044.105367
,,,,,,616.00,1187.368151,1924,3069.416138
,,,,,,617.00,1187.998018,1925,3151.199658
,,,,,,618.00,1188.627885,1926,3151.41143
,,,,,,619.00,1189.257752,1927,3114.602178
,,,,,,620.00,1189.887619,1928,3191.05216
,,,,,,621.00,1190.517486,1929,3254.01143
,,,,,,622.00,1191.147352,1930,3174.53388
,,,,,,623.00,1191.777219,1931,3146.823016
,,,,,,624.00,1192.407086,1932,3168.368937
,,,,,,625.00,1193.036953,1933,3142.22676
,,,,,,626.00,1193.66682,1934,3128.634082
,,,,,,627.00,1194.296687,1935,3194.103252
,,,,,,628.00,1194.926554,1936,3133.136214
,,,,,,629.00,1195.556421,1937,3262.607832
,,,,,,630.00,1196.186288,1938,3296.075778
,,,,,,631.00,1196.816155,1939,3380.682935
,,,,,,632.00,1197.446022,1940,3336.030246
,,,,,,633.00,1198.075888,1941,3296.083619
,,,,,,634.00,1198.705755,1942,3201.546669
,,,,,,635.00,1199.335622,1943,2973.985024
,,,,,,636.00,1199.965489,1944,2734.187616
,,,,,,637.00,1200.595356,1945,2631.807229
,,,,,,638.00,1201.225223,1946,2938.854266
,,,,,,639.00,1201.85509,1947,3157.741069
,,,,,,640.00,1202.484957,1948,3258.348838
,,,,,,641.00,1203.114824,1949,3377.153381
,,,,,,642.00,1203.744691,1950,3502.565337
,,,,,,643.00,1204.374558,1951,3738.49593
,,,,,,644.00,1205.004425,1952,3997.419544
,,,,,,645.00,1205.634291,1953,4259.816085
,,,,,,646.00,1206.264158,1954,4449.036212
,,,,,,647.00,1206.894025,1955,4675.61121
,,,,,,648.00,1207.523892,1956,4858.83363
,,,,,,649.00,1208.153759,1957,5118.376642
,,,,,,650.00,1208.783626,1958,5360.012936
,,,,,,651.00,1209.413493,1959,5653.134532
,,,,,,652.00,1210.04336,1960,5916.239023
,,,,,,653.00,1210.673227,1961,6373.151344
,,,,,,654.00,1211.303094,1962,6826.8323
,,,,,,655.00,1211.932961,1963,7262.389572
,,,,,,656.00,1212.562827,1964,7487.044624
,,,,,,657.00,1213.192694,1965,7598.423455
,,,,,,658.00,1213.822561,1966,7942.409558
,,,,,,659.00,1214.452428,1967,8453.702596
,,,,,,660.00,1215.082295,1968,9105.358713
,,,,,,661.00,1215.712162,1969,9566.385956
,,,,,,662.00,1216.342029,1970,9718.511175
,,,,,,663.00,1216.971896,1971,9839.460796
,,,,,,664.00,1217.601763,1972,10060.28375
,,,,,,665.00,1218.23163,1973,10634.06153
,,,,,,666.00,1218.861497,1974,11046.19453
,,,,,,667.00,1219.491364,1975,10741.8689
,,,,,,668.00,1220.12123,1976,11385.27342
,,,,,,669.00,1220.751097,1977,11668.15572
,,,,,,670.00,1221.380964,1978,12064.22964
,,,,,,671.00,1222.010831,1979,12719.76456
,,,,,,672.00,1222.640698,1980,13149.3818
,,,,,,673.00,1223.270565,1981,13199.7017
,,,,,,674.00,1223.900432,1982,13252.40243
,,,,,,675.00,1224.530299,1983,13391.45811
,,,,,,676.00,1225.160166,1984,13719.271
,,,,,,677.00,1225.790033,1985,14096.24314
,,,,,,678.00,1226.4199,1986,14495.83003
,,,,,,679.00,1227.049766,1987,14945.78598
,,,,,,680.00,1227.679633,1988,15522.80081
,,,,,,681.00,1228.3095,1989,15969.20091
,,,,,,682.00,1228.939367,1990,16313.12866
,,,,,,683.00,1229.569234,1991,16563.71872
,,,,,,684.00,1230.199101,1992,16644.90166
,,,,,,685.00,1230.828968,1993,16451.60793
,,,,,,686.00,1231.458835,1994,16772.71906
,,,,,,687.00,1232.088702,1995,17227.87258
,,,,,,688.00,1232.718569,1996,17441.20347
,,,,,,689.00,1233.348436,1997,17751.01769
,,,,,,690.00,1233.978302,1998,18067.24376
,,,,,,691.00,1234.608169,1999,18357.87101
,,,,,,692.00,1235.238036,2000,19044.44256
,,,,,,693.00,1235.867903,2001,19403.22398
,,,,,,694.00,1236.49777,2002,19411.71805
,,,,,,695.00,1237.127637,2003,19332.61922
,,,,,,696.00,1237.757504,2004,19461.33304
,,,,,,697.00,1238.387371,2005,19503.90175
,,,,,,698.00,1239.017238,2006,19772.34527
,,,,,,699.00,1239.647105,2007,19943.83413
,,,,,,700.00,1240.276972,2008,19600.43604
,,,,,,701.00,1240.906839,2009,18460.52284
,,,,,,702.00,1241.536705,2010,18697.9387
,,,,,,703.00,1242.166572,2011,18757.95974
,,,,,,704.00,1242.796439,2012,18114.62363
,,,,,,705.00,1243.426306,2013,17691.02323
,,,,,,706.00,1244.056173,2014,17648.69164
,,,,,,707.00,1244.68604,2015,17803.18495
,,,,,,708.00,1245.315907,2016,18064.12929
,,,,,,709.00,1245.945774,2017,18392.96009
,,,,,,710.00,1246.575641,2018,18590.12635
,,,,,,711.00,1247.205508,2019,18680.5486
,,,,,,712.00,1247.835375,2020,17104.24353
,,,,,,713.00,1248.465241,,
,,,,,,714.00,1249.095108,,
,,,,,,715.00,1249.724975,,
,,,,,,716.00,1250.354842,,
,,,,,,717.00,1250.984709,,
,,,,,,718.00,1251.614576,,
,,,,,,719.00,1252.244443,,
,,,,,,720.00,1252.87431,,
,,,,,,721.00,1253.504177,,
,,,,,,722.00,1254.134044,,
,,,,,,723.00,1254.763911,,
,,,,,,724.00,1255.393778,,
,,,,,,725.00,1256.023644,,
,,,,,,726.00,1256.653511,,
,,,,,,727.00,1257.283378,,
,,,,,,728.00,1257.913245,,
,,,,,,729.00,1258.543112,,
,,,,,,730.00,1259.172979,,
,,,,,,731.00,1259.802846,,
,,,,,,732.00,1260.432713,,
,,,,,,733.00,1261.06258,,
,,,,,,734.00,1261.692447,,
,,,,,,735.00,1262.322314,,
,,,,,,736.00,1262.95218,,
,,,,,,737.00,1263.582047,,
,,,,,,738.00,1264.211914,,
,,,,,,739.00,1264.841781,,
,,,,,,740.00,1265.471648,,
,,,,,,741.00,1266.101515,,
,,,,,,742.00,1266.731382,,
,,,,,,743.00,1267.361249,,
,,,,,,744.00,1267.991116,,
,,,,,,745.00,1268.620983,,
,,,,,,746.00,1269.25085,,
,,,,,,747.00,1269.880716,,
,,,,,,748.00,1270.510583,,
,,,,,,749.00,1271.14045,,
,,,,,,750.00,1271.770317,,
,,,,,,751.00,1272.400184,,
,,,,,,752.00,1273.030051,,
,,,,,,753.00,1273.659918,,
,,,,,,754.00,1274.289785,,
,,,,,,755.00,1274.919652,,
,,,,,,756.00,1275.549519,,
,,,,,,757.00,1276.179386,,
,,,,,,758.00,1276.809253,,
,,,,,,759.00,1277.439119,,
,,,,,,760.00,1278.068986,,
,,,,,,761.00,1278.698853,,
,,,,,,762.00,1279.32872,,
,,,,,,763.00,1279.958587,,
,,,,,,764.00,1280.588454,,
,,,,,,765.00,1281.218321,,
,,,,,,766.00,1281.848188,,
,,,,,,767.00,1282.478055,,
,,,,,,768.00,1283.107922,,
,,,,,,769.00,1283.737789,,
,,,,,,770.00,1284.367655,,
,,,,,,771.00,1284.997522,,
,,,,,,772.00,1285.627389,,
,,,,,,773.00,1286.257256,,
,,,,,,774.00,1286.887123,,
,,,,,,775.00,1287.51699,,
,,,,,,776.00,1288.146857,,
,,,,,,777.00,1288.776724,,
,,,,,,778.00,1289.406591,,
,,,,,,779.00,1290.036458,,
,,,,,,780.00,1290.666325,,
,,,,,,781.00,1291.296191,,
,,,,,,782.00,1291.926058,,
,,,,,,783.00,1292.555925,,
,,,,,,784.00,1293.185792,,
,,,,,,785.00,1293.815659,,
,,,,,,786.00,1294.445526,,
,,,,,,787.00,1295.075393,,
,,,,,,788.00,1295.70526,,
,,,,,,789.00,1296.335127,,
,,,,,,790.00,1296.964994,,
,,,,,,791.00,1297.594861,,
,,,,,,792.00,1298.224728,,
,,,,,,793.00,1298.854594,,
,,,,,,794.00,1299.484461,,
,,,,,,795.00,1300.114328,,
,,,,,,796.00,1300.744195,,
,,,,,,797.00,1301.374062,,
,,,,,,798.00,1302.003929,,
,,,,,,799.00,1302.633796,,
,,,,,,800.00,1303.263663,,
,,,,,,801.00,1303.89353,,
,,,,,,802.00,1304.523397,,
,,,,,,803.00,1305.153264,,
,,,,,,804.00,1305.78313,,
,,,,,,805.00,1306.412997,,
,,,,,,806.00,1307.042864,,
,,,,,,807.00,1307.672731,,
,,,,,,808.00,1308.302598,,
,,,,,,809.00,1308.932465,,
,,,,,,810.00,1309.562332,,
,,,,,,811.00,1310.192199,,
,,,,,,812.00,1310.822066,,
,,,,,,813.00,1311.451933,,
,,,,,,814.00,1312.0818,,
,,,,,,815.00,1312.711667,,
,,,,,,816.00,1313.341533,,
,,,,,,817.00,1313.9714,,
,,,,,,818.00,1314.601267,,
,,,,,,819.00,1315.231134,,
,,,,,,820.00,1315.861001,,
,,,,,,821.00,1316.490868,,
,,,,,,822.00,1317.120735,,
,,,,,,823.00,1317.750602,,
,,,,,,824.00,1318.380469,,
,,,,,,825.00,1319.010336,,
,,,,,,826.00,1319.640203,,
,,,,,,827.00,1320.270069,,
,,,,,,828.00,1320.899936,,
,,,,,,829.00,1321.529803,,
,,,,,,830.00,1322.15967,,
,,,,,,831.00,1322.789537,,
,,,,,,832.00,1323.419404,,
,,,,,,833.00,1324.049271,,
,,,,,,834.00,1324.679138,,
,,,,,,835.00,1325.309005,,
,,,,,,836.00,1325.938872,,
,,,,,,837.00,1326.568739,,
,,,,,,838.00,1327.198605,,
,,,,,,839.00,1327.828472,,
,,,,,,840.00,1328.458339,,
,,,,,,841.00,1329.088206,,
,,,,,,842.00,1329.718073,,
,,,,,,843.00,1330.34794,,
,,,,,,844.00,1330.977807,,
,,,,,,845.00,1331.607674,,
,,,,,,846.00,1332.237541,,
,,,,,,847.00,1332.867408,,
,,,,,,848.00,1333.497275,,
,,,,,,849.00,1334.127142,,
,,,,,,850.00,1334.757008,,
,,,,,,851.00,1335.386875,,
,,,,,,852.00,1336.016742,,
,,,,,,853.00,1336.646609,,
,,,,,,854.00,1337.276476,,
,,,,,,855.00,1337.906343,,
,,,,,,856.00,1338.53621,,
,,,,,,857.00,1339.166077,,
,,,,,,858.00,1339.795944,,
,,,,,,859.00,1340.425811,,
,,,,,,860.00,1341.055678,,
,,,,,,861.00,1341.685544,,
,,,,,,862.00,1342.315411,,
,,,,,,863.00,1342.945278,,
,,,,,,864.00,1343.575145,,
,,,,,,865.00,1344.205012,,
,,,,,,866.00,1344.834879,,
,,,,,,867.00,1345.464746,,
,,,,,,868.00,1346.094613,,
,,,,,,869.00,1346.72448,,
,,,,,,870.00,1347.354347,,
,,,,,,871.00,1347.984214,,
,,,,,,872.00,1348.614081,,
,,,,,,873.00,1349.243947,,
,,,,,,874.00,1349.873814,,
,,,,,,875.00,1350.503681,,
,,,,,,876.00,1351.133548,,
,,,,,,877.00,1351.763415,,
,,,,,,878.00,1352.393282,,
,,,,,,879.00,1353.023149,,
,,,,,,880.00,1353.653016,,
,,,,,,881.00,1354.282883,,
,,,,,,882.00,1354.91275,,
,,,,,,883.00,1355.542617,,
,,,,,,884.00,1356.172483,,
,,,,,,885.00,1356.80235,,
,,,,,,886.00,1357.432217,,
,,,,,,887.00,1358.062084,,
,,,,,,888.00,1358.691951,,
,,,,,,889.00,1359.321818,,
,,,,,,890.00,1359.951685,,
,,,,,,891.00,1360.581552,,
,,,,,,892.00,1361.211419,,
,,,,,,893.00,1361.841286,,
,,,,,,894.00,1362.471153,,
,,,,,,895.00,1363.101019,,
,,,,,,896.00,1363.730886,,
,,,,,,897.00,1364.360753,,
,,,,,,898.00,1364.99062,,
,,,,,,899.00,1365.620487,,
,,,,,,900.00,1366.250354,,
,,,,,,901.00,1366.880221,,
,,,,,,902.00,1367.510088,,
,,,,,,903.00,1368.139955,,
,,,,,,904.00,1368.769822,,
,,,,,,905.00,1369.399689,,
,,,,,,906.00,1370.029556,,
,,,,,,907.00,1370.659422,,
,,,,,,908.00,1371.289289,,
,,,,,,909.00,1371.919156,,
,,,,,,910.00,1372.549023,,
,,,,,,911.00,1373.17889,,
,,,,,,912.00,1373.808757,,
,,,,,,913.00,1374.438624,,
,,,,,,914.00,1375.068491,,
,,,,,,915.00,1375.698358,,
,,,,,,916.00,1376.328225,,
,,,,,,917.00,1376.958092,,
,,,,,,918.00,1377.587958,,
,,,,,,919.00,1378.217825,,
,,,,,,920.00,1378.847692,,
,,,,,,921.00,1379.477559,,
,,,,,,922.00,1380.107426,,
,,,,,,923.00,1380.737293,,
,,,,,,924.00,1381.36716,,
,,,,,,925.00,1381.997027,,
,,,,,,926.00,1382.626894,,
,,,,,,927.00,1383.256761,,
,,,,,,928.00,1383.886628,,
,,,,,,929.00,1384.516494,,
,,,,,,930.00,1385.146361,,
,,,,,,931.00,1385.776228,,
,,,,,,932.00,1386.406095,,
,,,,,,933.00,1387.035962,,
,,,,,,934.00,1387.665829,,
,,,,,,935.00,1388.295696,,
,,,,,,936.00,1388.925563,,
,,,,,,937.00,1389.55543,,
,,,,,,938.00,1390.185297,,
,,,,,,939.00,1390.815164,,
,,,,,,940.00,1391.445031,,
,,,,,,941.00,1392.074897,,
,,,,,,942.00,1392.704764,,
,,,,,,943.00,1393.334631,,
,,,,,,944.00,1393.964498,,
,,,,,,945.00,1394.594365,,
,,,,,,946.00,1395.224232,,
,,,,,,947.00,1395.854099,,
,,,,,,948.00,1396.483966,,
,,,,,,949.00,1397.113833,,
,,,,,,950.00,1397.7437,,
,,,,,,951.00,1398.373567,,
,,,,,,952.00,1399.003433,,
,,,,,,953.00,1399.6333,,
,,,,,,954.00,1400.263167,,
,,,,,,955.00,1400.893034,,
,,,,,,956.00,1401.522901,,
,,,,,,957.00,1402.152768,,
,,,,,,958.00,1402.782635,,
,,,,,,959.00,1403.412502,,
,,,,,,960.00,1404.042369,,
,,,,,,961.00,1404.672236,,
,,,,,,962.00,1405.302103,,
,,,,,,963.00,1405.93197,,
,,,,,,964.00,1406.561836,,
,,,,,,965.00,1407.191703,,
,,,,,,966.00,1407.82157,,
,,,,,,967.00,1408.451437,,
,,,,,,968.00,1409.081304,,
,,,,,,969.00,1409.711171,,
,,,,,,970.00,1410.341038,,
,,,,,,971.00,1410.970905,,
,,,,,,972.00,1411.600772,,
,,,,,,973.00,1412.230639,,
,,,,,,974.00,1412.860506,,
,,,,,,975.00,1413.490372,,
,,,,,,976.00,1414.120239,,
,,,,,,977.00,1414.750106,,
,,,,,,978.00,1415.379973,,
,,,,,,979.00,1416.00984,,
,,,,,,980.00,1416.639707,,
,,,,,,981.00,1417.269574,,
,,,,,,982.00,1417.899441,,
,,,,,,983.00,1418.529308,,
,,,,,,984.00,1419.159175,,
,,,,,,985.00,1419.789042,,
,,,,,,986.00,1420.418908,,
,,,,,,987.00,1421.048775,,
,,,,,,988.00,1421.678642,,
,,,,,,989.00,1422.308509,,
,,,,,,990.00,1422.938376,,
,,,,,,991.00,1423.568243,,
,,,,,,992.00,1424.19811,,
,,,,,,993.00,1424.827977,,
,,,,,,994.00,1425.457844,,
,,,,,,995.00,1426.087711,,
,,,,,,996.00,1426.717578,,
,,,,,,997.00,1427.347445,,
,,,,,,998.00,1427.977311,,
,,,,,,999.00,1428.607178,,
,,,,,,1000.00,1429.237045,,
,,,,,,1001.00,1429.866912,,
,,,,,,1002.00,1430.496779,,
,,,,,,1003.00,1431.126646,,
,,,,,,1004.00,1431.756513,,
,,,,,,1005.00,1432.38638,,
,,,,,,1006.00,1433.016247,,
,,,,,,1007.00,1433.646114,,
,,,,,,1008.00,1434.275981,,
,,,,,,1009.00,1434.905847,,
,,,,,,1010.00,1435.535714,,
,,,,,,1011.00,1436.165581,,
,,,,,,1012.00,1436.795448,,
,,,,,,1013.00,1437.425315,,
,,,,,,1014.00,1438.055182,,
,,,,,,1015.00,1438.685049,,
,,,,,,1016.00,1439.314916,,
,,,,,,1017.00,1439.944783,,
,,,,,,1018.00,1440.57465,,
,,,,,,1019.00,1441.204517,,
,,,,,,1020.00,1441.834384,,
,,,,,,1021.00,1442.46425,,
,,,,,,1022.00,1443.094117,,
,,,,,,1023.00,1443.723984,,
,,,,,,1024.00,1444.353851,,
,,,,,,1025.00,1444.983718,,
,,,,,,1026.00,1445.613585,,
,,,,,,1027.00,1446.243452,,
,,,,,,1028.00,1446.873319,,
,,,,,,1029.00,1447.503186,,
,,,,,,1030.00,1448.133053,,
,,,,,,1031.00,1448.76292,,
,,,,,,1032.00,1449.392786,,
,,,,,,1033.00,1450.022653,,
,,,,,,1034.00,1450.65252,,
,,,,,,1035.00,1451.282387,,
,,,,,,1036.00,1451.912254,,
,,,,,,1037.00,1452.542121,,
,,,,,,1038.00,1453.171988,,
,,,,,,1039.00,1453.801855,,
,,,,,,1040.00,1454.431722,,
,,,,,,1041.00,1455.061589,,
,,,,,,1042.00,1455.691456,,
,,,,,,1043.00,1456.321322,,
,,,,,,1044.00,1456.951189,,
,,,,,,1045.00,1457.581056,,
,,,,,,1046.00,1458.210923,,
,,,,,,1047.00,1458.84079,,
,,,,,,1048.00,1459.470657,,
,,,,,,1049.00,1460.100524,,
,,,,,,1050.00,1460.730391,,
,,,,,,1051.00,1461.360258,,
,,,,,,1052.00,1461.990125,,
,,,,,,1053.00,1462.619992,,
,,,,,,1054.00,1463.249859,,
,,,,,,1055.00,1463.879725,,
,,,,,,1056.00,1464.509592,,
,,,,,,1057.00,1465.139459,,
,,,,,,1058.00,1465.769326,,
,,,,,,1059.00,1466.399193,,
,,,,,,1060.00,1467.02906,,
,,,,,,1061.00,1467.658927,,
,,,,,,1062.00,1468.288794,,
,,,,,,1063.00,1468.918661,,
,,,,,,1064.00,1469.548528,,
,,,,,,1065.00,1470.178395,,
,,,,,,1066.00,1470.808261,,
,,,,,,1067.00,1471.438128,,
,,,,,,1068.00,1472.067995,,
,,,,,,1069.00,1472.697862,,
,,,,,,1070.00,1473.327729,,
,,,,,,1071.00,1473.957596,,
,,,,,,1072.00,1474.587463,,
,,,,,,1073.00,1475.21733,,
,,,,,,1074.00,1475.847197,,
,,,,,,1075.00,1476.477064,,
,,,,,,1076.00,1477.106931,,
,,,,,,1077.00,1477.736798,,
,,,,,,1078.00,1478.366664,,
,,,,,,1079.00,1478.996531,,
,,,,,,1080.00,1479.626398,,
,,,,,,1081.00,1480.256265,,
,,,,,,1082.00,1480.886132,,
,,,,,,1083.00,1481.515999,,
,,,,,,1084.00,1482.145866,,
,,,,,,1085.00,1482.775733,,
,,,,,,1086.00,1483.4056,,
,,,,,,1087.00,1484.035467,,
,,,,,,1088.00,1484.665334,,
,,,,,,1089.00,1485.2952,,
,,,,,,1090.00,1485.925067,,
,,,,,,1091.00,1486.554934,,
,,,,,,1092.00,1487.184801,,
,,,,,,1093.00,1487.814668,,
,,,,,,1094.00,1488.444535,,
,,,,,,1095.00,1489.074402,,
,,,,,,1096.00,1489.704269,,
,,,,,,1097.00,1490.334136,,
,,,,,,1098.00,1490.964003,,
,,,,,,1099.00,1491.59387,,
,,,,,,1100.00,1492.223736,,
,,,,,,1101.00,1492.853603,,
,,,,,,1102.00,1493.48347,,
,,,,,,1103.00,1494.113337,,
,,,,,,1104.00,1494.743204,,
,,,,,,1105.00,1495.373071,,
,,,,,,1106.00,1496.002938,,
,,,,,,1107.00,1496.632805,,
,,,,,,1108.00,1497.262672,,
,,,,,,1109.00,1497.892539,,
,,,,,,1110.00,1498.522406,,
,,,,,,1111.00,1499.152273,,
,,,,,,1112.00,1499.782139,,
,,,,,,1113.00,1500.412006,,
,,,,,,1114.00,1501.041873,,
,,,,,,1115.00,1501.67174,,
,,,,,,1116.00,1502.301607,,
,,,,,,1117.00,1502.931474,,
,,,,,,1118.00,1503.561341,,
,,,,,,1119.00,1504.191208,,
,,,,,,1120.00,1504.821075,,
,,,,,,1121.00,1505.450942,,
,,,,,,1122.00,1506.080809,,
,,,,,,1123.00,1506.710675,,
,,,,,,1124.00,1507.340542,,
,,,,,,1125.00,1507.970409,,
,,,,,,1126.00,1508.600276,,
,,,,,,1127.00,1509.230143,,
,,,,,,1128.00,1509.86001,,
,,,,,,1129.00,1510.489877,,
,,,,,,1130.00,1511.119744,,
,,,,,,1131.00,1511.749611,,
,,,,,,1132.00,1512.379478,,
,,,,,,1133.00,1513.009345,,
,,,,,,1134.00,1513.639211,,
,,,,,,1135.00,1514.269078,,
,,,,,,1136.00,1514.898945,,
,,,,,,1137.00,1515.528812,,
,,,,,,1138.00,1516.158679,,
,,,,,,1139.00,1516.788546,,
,,,,,,1140.00,1517.418413,,
,,,,,,1141.00,1518.04828,,
